0.001,100,0.10439166998532973,0.012028172761054839,0.008678064888179569
0.005,100,0.43225722715826853,0.0457331550193363,0.029833974153140864
0.01,100,0.6951206292848413,0.0686085121486223,0.03877982044480689
0.05,100,1.0899690824533295,0.11200698963891598,0.017997367223356646
0.1,100,1.096431586596296,0.12436226861991513,0.005657130708713684
0.5,100,1.096460710126582,0.1286174134406158,0.001401986592601528
1,100,1.0964607101265822,0.128617451855476,0.0014019481777370153
5,100,1.88561935707623e+72,-1.8572302641655187e+87,-1.8572302641655187e+87
10,100,1.335369452658577e+105,-1.3061174809137972e+120,-1.3061174809137972e+120
0.003,100,0.2845488130740357,0.03130578295178682,0.021515292427660752
